x y result
2 0 1
9 2 81
11 0 1
24 3 13824
0 1 0
24 0 1
16 0 1
4 0 1
7 4 2401
6 0 1
12 2 144
27 4 531441
10 2 100
17 0 1
22 0 1
25 3 15625
17 4 83521
2 2 4
1 4 1
4 4 256
1 1 1
29 4 707281
25 2 625
10 3 1000
28 3 21952
7 2 49
23 0 1
29 1 29
14 2 196
7 2 49
9 2 81
25 0 1
15 1 15
13 1 13
26 2 676
0 2 0
29 1 29
10 0 1
2 1 2
18 0 1
1 0 1
3 4 81
18 2 324
14 2 196
28 4 614656
20 2 400
10 0 1
22 0 1
15 4 50625
8 0 1
10 4 10000
24 3 13824
8 3 512
10 0 1
20 4 160000
16 2 256
24 3 13824
9 0 1
20 4 160000
24 4 331776
14 0 1
22 0 1
16 2 256
15 0 1
26 1 26
21 1 21
18 2 324
1 1 1
6 2 36
17 0 1
20 1 20
26 4 456976
20 4 160000
8 3 512
5 3 125
24 2 576
25 3 15625
9 1 9
9 1 9
1 4 1
29 3 24389
14 0 1
15 2 225
17 3 4913
16 1 16
24 1 24
22 4 234256
21 0 1
20 3 8000
15 1 15
15 0 1
18 1 18
14 4 38416
0 2 0
27 2 729
2 4 16
7 3 343
1 4 1
21 1 21
24 1 24
22 2 484
4 4 256
12 2 144
6 2 36
20 4 160000
0 3 0
1 3 1
26 3 17576
25 2 625
21 0 1
11 0 1
1 2 1
10 4 10000
24 2 576
12 4 20736
1 2 1
0 0 1
13 2 169
19 0 1
2 4 16
4 3 64
5 3 125
24 3 13824
15 4 50625
17 2 289
12 3 1728
13 1 13
16 0 1
18 1 18
21 2 441
0 2 0
13 4 28561
17 2 289
2 0 1
7 4 2401
9 2 81
20 2 400
20 3 8000
17 4 83521
0 4 0
28 4 614656
24 3 13824
22 0 1
4 3 64
13 4 28561
17 2 289
13 4 28561
0 1 0
15 3 3375
16 4 65536
22 1 22
1 2 1
6 0 1
17 4 83521
28 2 784
24 4 331776
22 2 484
18 3 5832
1 4 1
13 3 2197
11 2 121
11 1 11
3 4 81
18 3 5832
17 3 4913
13 4 28561
20 3 8000
13 2 169
4 2 16
3 3 27
17 3 4913
16 3 4096
24 2 576
28 1 28
1 0 1
9 1 9
13 3 2197
6 3 216
18 0 1
26 1 26
13 2 169
8 3 512
10 3 1000
21 0 1
19 0 1
16 2 256
0 4 0
25 2 625
14 2 196
23 1 23
26 4 456976
14 2 196
24 1 24
9 3 729
29 3 24389
22 0 1
24 4 331776
7 1 7
5 0 1
14 1 14
23 2 529
12 3 1728
18 4 104976
19 4 130321
15 3 3375
24 3 13824
10 1 10
27 0 1
14 2 196
15 3 3375
7 1 7
0 0 1
1 4 1
29 2 841
18 2 324
14 4 38416
17 1 17
12 0 1
13 1 13
3 1 3
17 4 83521
6 3 216
27 0 1
1 4 1
18 1 18
8 0 1
21 3 9261
11 2 121
6 2 36
12 3 1728
5 4 625
21 4 194481
12 2 144
17 4 83521
0 4 0
26 3 17576
27 0 1
24 1 24
17 1 17
17 1 17
0 1 0
13 3 2197
2 2 4
27 2 729
3 2 9
8 0 1
3 4 81
17 3 4913
12 0 1
23 0 1
27 3 19683
11 1 11
3 0 1
12 0 1
6 2 36
18 2 324
9 2 81
14 4 38416
9 3 729
9 0 1
17 0 1
11 4 14641
12 1 12
8 3 512
20 1 20
2 4 16
24 0 1
10 4 10000
10 1 10
26 3 17576
4 2 16
15 1 15
29 0 1
24 4 331776
4 0 1
25 1 25
12 1 12
24 0 1
14 3 2744
14 2 196
12 1 12
1 2 1
20 1 20
7 2 49
29 3 24389
16 1 16
19 4 130321
27 0 1
27 3 19683
15 4 50625
25 4 390625
1 2 1
11 4 14641
23 3 12167
22 1 22
9 3 729
6 0 1
29 3 24389
17 3 4913
11 3 1331
11 2 121
10 1 10
20 1 20
29 3 24389
18 2 324
20 1 20
14 2 196
7 2 49
26 0 1
29 2 841
4 0 1
15 4 50625
6 2 36
13 0 1
0 1 0
28 0 1
25 0 1
14 4 38416
11 0 1
6 1 6
19 4 130321
5 1 5
3 4 81
19 1 19
13 1 13
7 1 7
14 3 2744
19 0 1
18 0 1
9 2 81
18 2 324
4 4 256
25 4 390625
29 4 707281
17 0 1
7 4 2401
4 4 256
8 2 64
19 4 130321
23 3 12167
24 0 1
26 3 17576
15 2 225
13 0 1
17 2 289
19 0 1
26 3 17576
3 3 27
24 3 13824
14 3 2744
20 4 160000
19 2 361
9 1 9
3 0 1
0 1 0
20 3 8000
7 3 343
26 4 456976
3 3 27
26 3 17576
17 4 83521
0 4 0
16 1 16
5 0 1
29 2 841
29 3 24389
24 1 24
12 0 1
14 0 1
22 4 234256
2 3 8
5 4 625
16 4 65536
18 1 18
28 3 21952
18 3 5832
1 2 1
28 3 21952
3 3 27
7 0 1
6 3 216
2 2 4
20 4 160000
18 3 5832
7 0 1
14 1 14
24 0 1
15 2 225
7 0 1
2 2 4
21 0 1
20 4 160000
9 0 1
11 4 14641
14 3 2744
7 1 7
28 2 784
21 2 441
27 3 19683
12 1 12
11 3 1331
27 4 531441
29 3 24389
16 2 256
2 4 16
8 2 64
15 4 50625
22 3 10648
26 0 1
26 3 17576
18 0 1
9 2 81
29 0 1
17 1 17
20 0 1
13 0 1
27 0 1
25 1 25
13 2 169
20 2 400
14 2 196
8 3 512
13 3 2197
28 0 1
28 0 1
28 2 784
20 0 1
4 1 4
28 0 1
23 0 1
3 3 27
11 1 11
23 0 1
0 0 1
8 3 512
19 4 130321
26 0 1
5 2 25
22 4 234256
7 1 7
28 3 21952
28 2 784
15 4 50625
5 4 625
1 0 1
14 2 196
8 3 512
21 3 9261
26 3 17576
2 1 2
15 3 3375
14 2 196
19 1 19
0 0 1
5 1 5
16 1 16
1 4 1
10 3 1000
8 0 1
29 3 24389
21 4 194481
1 2 1
13 1 13
22 3 10648
24 2 576
7 3 343
26 3 17576
8 0 1
17 1 17
23 1 23
9 1 9
26 0 1
5 1 5
6 0 1
3 4 81
2 4 16
26 4 456976
17 3 4913
16 4 65536
27 0 1
6 2 36
17 1 17
8 0 1
1 2 1
1 3 1
23 4 279841
21 2 441
27 4 531441
11 0 1
29 4 707281
11 4 14641
18 0 1
20 0 1
7 2 49
16 4 65536
28 2 784
14 3 2744
14 2 196
8 0 1
27 4 531441
27 3 19683
25 0 1
19 4 130321
28 3 21952
18 0 1
22 4 234256
20 2 400
29 0 1
23 1 23
1 3 1
24 2 576
20 0 1
0 3 0
5 4 625
18 4 104976
19 4 130321
7 4 2401
27 1 27
23 4 279841
4 4 256
14 2 196
21 1 21
20 0 1
19 4 130321
6 3 216
5 0 1
14 4 38416
0 0 1
7 2 49
15 0 1
20 4 160000
5 3 125
3 4 81
4 1 4
0 1 0
16 1 16
25 1 25
13 2 169
11 4 14641
19 1 19
17 2 289
13 1 13
29 3 24389
11 4 14641
17 4 83521
16 3 4096
7 0 1
23 1 23
1 0 1
23 3 12167
13 3 2197
24 4 331776
3 4 81
24 0 1
0 0 1
18 1 18
9 3 729
18 0 1
26 2 676
26 1 26
12 3 1728
21 3 9261
5 0 1
24 0 1
21 1 21
23 3 12167
15 1 15
25 2 625
8 2 64
12 0 1
16 2 256
0 2 0
0 1 0
15 2 225
0 3 0
8 4 4096
28 1 28
6 1 6
1 2 1
29 3 24389
22 2 484
14 0 1
11 3 1331
24 4 331776
12 3 1728
29 0 1
29 2 841
17 1 17
4 3 64
26 3 17576
18 2 324
1 4 1
17 0 1
22 0 1
24 1 24
0 4 0
14 0 1
0 4 0
6 2 36
18 4 104976
19 2 361
11 3 1331
29 2 841
7 4 2401
14 2 196
17 4 83521
2 0 1
4 0 1
4 1 4
26 0 1
20 2 400
28 4 614656
11 3 1331
7 2 49
2 4 16
6 3 216
15 1 15
4 2 16
19 4 130321
15 1 15
9 3 729
22 2 484
26 4 456976
27 2 729
20 1 20
20 2 400
28 4 614656
0 2 0
7 2 49
9 0 1
24 1 24
8 2 64
5 1 5
3 2 9
11 0 1
9 1 9
23 3 12167
28 4 614656
25 2 625
20 4 160000
12 3 1728
2 4 16
16 4 65536
20 3 8000
16 3 4096
8 1 8
16 2 256
13 1 13
6 3 216
0 4 0
14 1 14
24 1 24
15 3 3375
27 1 27
21 0 1
6 3 216
17 4 83521
5 2 25
14 1 14
7 2 49
28 0 1
7 4 2401
9 3 729
21 2 441
1 3 1
1 1 1
17 0 1
5 1 5
3 1 3
23 3 12167
18 0 1
28 1 28
0 2 0
13 3 2197
20 4 160000
29 4 707281
4 3 64
18 0 1
25 0 1
25 3 15625
28 1 28
16 2 256
25 2 625
26 0 1
23 2 529
29 3 24389
3 2 9
10 2 100
10 1 10
20 0 1
12 0 1
6 2 36
2 0 1
28 2 784
11 3 1331
2 3 8
21 0 1
1 3 1
29 0 1
0 3 0
29 1 29
5 3 125
17 1 17
24 4 331776
21 2 441
18 2 324
20 4 160000
2 1 2
22 4 234256
15 0 1
21 0 1
24 3 13824
12 2 144
10 3 1000
24 0 1
2 3 8
19 0 1
5 2 25
27 4 531441
12 4 20736
11 1 11
11 3 1331
4 4 256
19 3 6859
0 0 1
2 4 16
8 3 512
27 1 27
9 0 1
26 0 1
29 3 24389
8 3 512
23 0 1
21 0 1
18 2 324
4 4 256
1 1 1
21 4 194481
22 4 234256
28 4 614656
1 0 1
0 3 0
11 2 121
26 1 26
29 2 841
4 1 4
8 0 1
26 0 1
28 0 1
8 1 8
13 2 169
10 3 1000
7 4 2401
28 4 614656
9 1 9
9 2 81
12 2 144
10 1 10
25 3 15625
6 3 216
20 4 160000
20 0 1
28 2 784
19 0 1
19 3 6859
1 1 1
6 4 1296
5 0 1
11 3 1331
0 1 0
3 3 27
1 0 1
28 0 1
9 0 1
25 0 1
23 3 12167
13 2 169
13 3 2197
9 4 6561
10 1 10
16 0 1
13 0 1
0 0 1
23 4 279841
1 1 1
16 0 1
20 4 160000
15 3 3375
20 4 160000
24 1 24
13 2 169
26 2 676
10 4 10000
20 2 400
24 0 1
28 1 28
23 1 23
19 4 130321
27 4 531441
21 1 21
27 3 19683
18 3 5832
13 2 169
14 3 2744
14 0 1
21 3 9261
12 0 1
28 4 614656
17 4 83521
20 3 8000
6 0 1
8 3 512
3 2 9
10 1 10
16 1 16
10 1 10
8 1 8
15 3 3375
3 0 1
13 4 28561
3 0 1
21 0 1
1 0 1
22 4 234256
21 3 9261
4 1 4
22 4 234256
20 3 8000
25 3 15625
23 2 529
4 0 1
5 2 25
3 1 3
0 4 0
25 4 390625
0 1 0
16 4 65536
18 4 104976
2 0 1
0 4 0
8 2 64
6 3 216
18 2 324
11 2 121
28 2 784
29 3 24389
21 2 441
3 3 27
10 3 1000
26 2 676
5 1 5
23 0 1
9 1 9
5 3 125
5 2 25
0 0 1
5 1 5
3 3 27
4 4 256
16 4 65536
2 4 16
28 4 614656
3 4 81
21 1 21
20 2 400
13 1 13
21 3 9261
11 2 121
29 1 29
7 1 7
17 0 1
23 3 12167
18 2 324
20 2 400
17 1 17
18 4 104976
23 4 279841
20 2 400
7 2 49
27 1 27
18 0 1
17 0 1
11 1 11
12 3 1728
19 4 130321
21 3 9261
7 3 343
11 2 121
18 3 5832
13 2 169
25 2 625
22 0 1
11 3 1331
18 2 324
3 0 1
5 1 5
15 2 225
7 2 49
9 0 1
7 2 49
18 0 1
28 3 21952
23 3 12167
18 0 1
4 3 64
17 0 1
27 0 1
12 1 12
23 3 12167
21 3 9261
21 4 194481
6 4 1296
14 0 1
15 0 1
0 2 0
0 3 0
1 3 1
3 4 81
16 1 16
15 0 1
21 1 21
8 1 8
4 0 1
5 2 25
16 3 4096
14 2 196
3 4 81
24 2 576
8 2 64
16 0 1
5 2 25
6 4 1296
24 1 24
23 3 12167
7 3 343
10 4 10000
22 0 1
5 3 125
12 4 20736
3 0 1
13 3 2197
16 1 16
16 2 256
2 3 8
5 4 625
17 1 17
17 3 4913
3 0 1
23 4 279841
12 2 144
2 0 1
10 0 1
20 3 8000
26 3 17576
26 3 17576
28 1 28
26 1 26
10 4 10000
4 0 1
0 2 0
10 3 1000
23 1 23
4 1 4
25 2 625
28 0 1
9 4 6561
26 3 17576
26 4 456976
2 1 2
2 3 8
7 2 49
9 2 81
22 0 1
17 2 289
26 3 17576
17 4 83521
25 4 390625
10 3 1000
20 1 20
10 0 1
0 4 0
24 1 24
24 2 576
21 3 9261
10 4 10000
2 2 4
28 2 784
12 2 144
28 4 614656
7 4 2401
16 4 65536
23 2 529
8 1 8
3 4 81
16 3 4096
0 1 0
27 0 1
21 4 194481
24 2 576
11 2 121
25 1 25
25 4 390625
4 4 256
0 1 0
2 0 1
17 2 289
29 3 24389
2 3 8
19 1 19
17 2 289
12 4 20736
25 4 390625
27 2 729
21 3 9261
14 1 14
29 2 841
23 4 279841
18 0 1
11 3 1331
0 3 0
11 3 1331
21 2 441
25 3 15625
3 0 1
6 2 36
7 2 49
11 0 1
3 1 3
19 0 1
7 0 1
5 4 625
26 4 456976
26 1 26
18 2 324
2 3 8
10 4 10000
19 0 1
5 0 1
9 2 81
6 1 6
4 0 1
29 3 24389
22 0 1
17 0 1
0 0 1
5 1 5
14 3 2744
26 4 456976
14 0 1
19 3 6859
13 0 1
15 1 15
28 0 1
21 0 1
0 1 0
17 2 289
19 1 19
9 2 81
28 4 614656
11 0 1
20 3 8000
15 2 225
5 4 625
28 1 28
13 0 1
2 4 16
28 2 784
19 4 130321
22 3 10648
7 0 1
5 0 1
21 4 194481
1 4 1
0 3 0
17 4 83521
5 0 1
3 3 27
8 0 1
25 2 625
8 3 512
20 0 1
0 1 0
21 3 9261
8 2 64
7 3 343
18 2 324
1 1 1
12 1 12
27 3 19683
14 1 14
1 2 1
26 2 676
1 2 1
7 1 7
14 0 1
18 2 324
2 2 4
3 2 9
26 3 17576
3 1 3
20 1 20
29 3 24389
15 0 1
3 3 27
10 0 1
17 1 17
21 1 21
4 1 4
14 0 1
28 4 614656
7 3 343
17 2 289
7 1 7
27 0 1
14 2 196
5 3 125
15 2 225
8 2 64
20 1 20
3 4 81
15 3 3375
11 2 121
6 0 1
1 1 1
15 1 15
3 2 9
4 3 64
19 1 19
24 2 576
14 1 14
28 3 21952
1 4 1
12 0 1
5 2 25
13 2 169
3 2 9
7 2 49
8 0 1
0 2 0
13 1 13
29 2 841
5 0 1
2 2 4
22 1 22
19 0 1
7 1 7
14 0 1
23 3 12167
25 0 1
7 3 343
15 3 3375
1 1 1
8 0 1
2 0 1
28 3 21952
13 4 28561
29 4 707281
19 3 6859
11 1 11
27 4 531441
21 2 441
22 1 22
22 4 234256
28 2 784
14 0 1
18 0 1
1 0 1
16 2 256
24 3 13824
12 0 1
21 0 1
23 3 12167
28 2 784
19 2 361
9 2 81
26 1 26
10 1 10
1 1 1
17 4 83521
27 1 27
15 2 225
26 3 17576
7 3 343
4 0 1
23 4 279841
0 3 0
20 2 400
26 0 1
1 4 1
14 3 2744
2 3 8
2 0 1
20 0 1
26 3 17576
8 0 1
25 3 15625
5 3 125
14 4 38416
8 4 4096
28 3 21952
6 0 1
28 2 784
26 0 1
16 3 4096
20 4 160000
23 2 529
3 1 3
2 0 1
20 2 400
16 4 65536
9 2 81
2 0 1
25 2 625
2 1 2
24 4 331776
1 0 1
22 2 484
26 3 17576
27 2 729
2 4 16
24 1 24
14 2 196
4 1 4
22 3 10648
15 2 225
15 0 1
14 0 1
25 1 25
11 2 121
9 0 1
6 4 1296
21 4 194481
7 4 2401
19 4 130321
8 1 8
3 3 27
27 0 1
23 1 23
27 0 1
21 0 1
14 1 14
12 0 1
17 2 289
22 3 10648
26 3 17576
24 2 576
19 4 130321
16 3 4096
11 3 1331
19 1 19
29 2 841
11 0 1
4 2 16
11 0 1
26 2 676
12 1 12
22 4 234256
10 1 10
1 1 1
17 2 289
1 2 1
13 0 1
27 2 729
11 1 11
3 1 3
11 4 14641
0 1 0
8 3 512
11 2 121
19 4 130321
23 4 279841
25 0 1
11 4 14641
15 0 1
0 0 1
10 2 100
16 2 256
1 4 1
28 3 21952
13 0 1
24 3 13824
7 4 2401
16 3 4096
15 2 225
21 0 1
24 4 331776
9 4 6561
29 1 29
24 1 24
5 4 625
5 4 625
16 2 256
17 0 1
19 1 19
26 3 17576
20 4 160000
25 0 1
9 3 729
4 1 4
18 2 324
15 4 50625
10 0 1
25 0 1
7 1 7
8 1 8
12 2 144
4 4 256
4 0 1
2 2 4
5 3 125
0 1 0
29 1 29
0 3 0
10 2 100
18 0 1
7 2 49
14 2 196
17 3 4913
18 1 18
20 0 1
5 3 125
1 3 1
3 0 1
15 3 3375
19 2 361
16 4 65536
12 4 20736
14 3 2744
16 4 65536
0 2 0
2 1 2
1 0 1
14 2 196
3 0 1
14 0 1
8 2 64
9 0 1
12 4 20736
17 0 1
3 4 81
8 0 1
17 1 17
6 0 1
0 0 1
5 1 5
25 1 25
2 1 2
27 2 729
19 0 1
11 4 14641
2 4 16
9 4 6561
26 0 1
11 4 14641
10 4 10000
23 4 279841
4 4 256
18 3 5832
25 1 25
4 2 16
14 2 196
13 1 13
20 1 20
5 1 5
5 1 5
17 2 289
25 1 25
17 0 1
15 2 225
15 2 225
14 4 38416
19 1 19
14 1 14
0 3 0
25 1 25
26 1 26
9 1 9
25 1 25
16 0 1
23 1 23
10 1 10
19 1 19
20 3 8000
6 2 36
5 4 625
11 1 11
11 1 11
4 2 16
3 0 1
11 4 14641
2 0 1
2 1 2
6 1 6
12 2 144
25 1 25
23 1 23
13 4 28561
28 3 21952
28 1 28
22 1 22
14 1 14
15 2 225
23 1 23
17 2 289
13 1 13
4 4 256
12 4 20736
0 3 0
21 0 1
28 3 21952
13 4 28561
23 0 1
8 1 8
10 0 1
29 2 841
7 3 343
27 2 729
25 0 1
19 1 19
20 4 160000
25 0 1
29 2 841
1 0 1
27 1 27
3 3 27
11 0 1
13 4 28561
23 4 279841
12 3 1728
21 1 21
28 0 1
19 3 6859
21 0 1
1 1 1
20 4 160000
18 2 324
25 4 390625
7 3 343
20 3 8000
21 0 1
10 1 10
27 3 19683
12 3 1728
2 4 16
11 1 11
24 1 24
26 0 1
25 0 1
11 0 1
4 1 4
21 2 441
13 4 28561
20 2 400
25 1 25
2 1 2
8 4 4096
4 1 4
14 3 2744
20 4 160000
3 3 27
18 3 5832
25 1 25
2 2 4
11 1 11
29 2 841
21 2 441
12 0 1
23 1 23
1 3 1
24 1 24
3 1 3
4 4 256
27 1 27
11 3 1331
28 4 614656
27 4 531441
20 3 8000
24 1 24
2 0 1
2 2 4
5 3 125
12 4 20736
5 0 1
29 1 29
14 2 196
10 1 10
9 0 1
14 2 196
20 3 8000
17 0 1
5 3 125
9 0 1
4 4 256
26 3 17576
10 0 1
4 3 64
13 2 169
23 3 12167
22 3 10648
5 4 625
8 4 4096
4 4 256
6 2 36
27 0 1
7 3 343
24 3 13824
21 3 9261
4 1 4
7 3 343
29 1 29
20 3 8000
23 0 1
14 3 2744
4 1 4
14 4 38416
20 0 1
13 0 1
6 4 1296
29 0 1
1 4 1
5 0 1
6 2 36
16 0 1
0 0 1
21 3 9261
9 0 1
1 4 1
11 3 1331
8 3 512
15 2 225
14 3 2744
16 0 1
0 1 0
22 4 234256
10 2 100
13 3 2197
26 0 1
28 0 1
23 0 1
20 2 400
4 4 256
0 4 0
8 0 1
8 3 512
24 0 1
20 4 160000
4 0 1
2 2 4
18 0 1
11 1 11
1 2 1
22 2 484
17 3 4913
20 3 8000
25 3 15625
3 3 27
18 1 18
8 4 4096
6 1 6
28 0 1
19 4 130321
24 2 576
28 4 614656
2 2 4
15 2 225
21 0 1
13 3 2197
28 0 1
16 3 4096
11 1 11
27 1 27
20 0 1
23 4 279841
16 3 4096
28 2 784
17 3 4913
6 4 1296
7 4 2401
22 2 484
5 2 25
1 4 1
25 0 1
22 4 234256
9 3 729
12 3 1728
24 2 576
2 2 4
24 3 13824
27 3 19683
24 0 1
1 2 1
15 2 225
10 2 100
16 0 1
10 1 10
9 1 9
0 1 0
23 3 12167
25 2 625
19 4 130321
18 3 5832
0 0 1
1 0 1
1 1 1
2 0 1
10 2 100
16 1 16
7 3 343
16 1 16
26 3 17576
3 3 27
9 3 729
11 0 1
4 2 16
3 2 9
28 3 21952
1 2 1
22 2 484
15 4 50625
5 2 25
19 4 130321
29 3 24389
7 4 2401
25 1 25
10 2 100
24 4 331776
16 3 4096
25 0 1
7 2 49
7 1 7
1 0 1
8 2 64
22 0 1
17 0 1
25 2 625
25 2 625
11 2 121
18 1 18
18 1 18
11 1 11
6 4 1296
11 4 14641
21 3 9261
17 3 4913
20 1 20
15 4 50625
0 3 0
1 2 1
6 0 1
24 1 24
6 4 1296
12 2 144
24 1 24
26 2 676
17 4 83521
25 1 25
5 4 625
15 1 15
27 4 531441
8 0 1
6 4 1296
26 2 676
3 2 9
28 3 21952
8 1 8
24 0 1
6 3 216
11 1 11
13 4 28561
21 0 1
12 4 20736
13 0 1
18 0 1
2 1 2
14 2 196
4 3 64
12 4 20736
21 1 21
0 4 0
4 0 1
17 4 83521
22 2 484
14 4 38416
19 1 19
0 0 1
26 2 676
14 3 2744
1 4 1
5 4 625
13 2 169
9 2 81
12 2 144
4 3 64
16 3 4096
4 3 64
26 4 456976
19 1 19
14 3 2744
14 1 14
0 0 1
8 0 1
18 4 104976
2 3 8
21 4 194481
8 0 1
16 3 4096
14 0 1
20 4 160000
9 1 9
4 4 256
9 1 9
0 3 0
0 4 0
9 2 81
24 3 13824
2 0 1
11 0 1
6 2 36
5 0 1
23 4 279841
16 3 4096
10 1 10
5 4 625
11 0 1
3 2 9
19 1 19
7 0 1
25 2 625
18 2 324
24 4 331776
0 3 0
5 1 5
28 3 21952
19 1 19
13 4 28561
26 4 456976
23 4 279841
1 0 1
18 0 1
26 0 1
26 4 456976
17 1 17
2 2 4
14 4 38416
14 2 196
7 3 343
3 0 1
17 1 17
25 1 25
17 3 4913
25 2 625
1 3 1
15 4 50625
18 3 5832
10 1 10
7 3 343
19 4 130321
13 1 13
28 1 28
20 2 400
24 2 576
10 1 10
9 2 81
17 3 4913
20 4 160000
13 4 28561
25 1 25
26 0 1
9 4 6561
7 3 343
18 2 324
27 3 19683
17 3 4913
22 0 1
3 1 3
8 2 64
1 0 1
9 1 9
23 0 1
8 3 512
21 0 1
27 4 531441
28 2 784
24 1 24
17 4 83521
6 1 6
21 2 441
16 2 256
24 3 13824
5 0 1
22 3 10648
17 0 1
10 0 1
1 2 1
16 4 65536
1 3 1
29 4 707281
19 1 19
27 3 19683
26 1 26
26 2 676
1 0 1
9 4 6561
2 3 8
19 4 130321
11 3 1331
19 4 130321
20 1 20
10 4 10000
16 2 256
16 4 65536
14 2 196
21 4 194481
12 1 12
12 0 1
8 1 8
2 4 16
22 4 234256
20 4 160000
21 1 21
10 4 10000
10 4 10000
16 2 256
24 0 1
19 4 130321
23 1 23
18 0 1
23 1 23
7 1 7
22 4 234256
28 2 784
24 1 24
20 2 400
9 1 9
6 3 216
16 0 1
11 0 1
1 4 1
23 4 279841
22 4 234256
12 4 20736
0 3 0
8 2 64
27 3 19683
14 1 14
7 1 7
20 2 400
1 4 1
19 4 130321
4 2 16
5 3 125
2 1 2
27 2 729
3 1 3
15 0 1
6 4 1296
20 1 20
29 1 29
25 2 625
0 0 1
20 0 1
13 3 2197
0 4 0
24 0 1
21 2 441
1 1 1
1 2 1
14 2 196
2 1 2
2 3 8
17 2 289
2 3 8
25 3 15625
5 0 1
22 1 22
3 2 9
11 3 1331
6 4 1296
2 2 4
5 4 625
24 4 331776
4 0 1
17 4 83521
23 2 529
12 1 12
21 0 1
4 0 1
6 2 36
21 4 194481
0 3 0
14 2 196
27 0 1
26 4 456976
1 1 1
23 1 23
8 1 8
18 2 324
23 4 279841
6 4 1296
14 2 196
18 0 1
3 4 81
5 3 125
11 2 121
20 3 8000
27 4 531441
19 0 1
24 1 24
13 3 2197
24 0 1
13 1 13
13 1 13
6 3 216
10 3 1000
25 1 25
29 2 841
2 2 4
29 2 841
15 1 15
29 1 29
2 4 16
14 0 1
24 1 24
18 2 324
11 3 1331
21 2 441
8 3 512
17 1 17
15 1 15
17 3 4913
21 2 441
1 1 1
5 0 1
2 4 16
14 1 14
12 4 20736
25 4 390625
29 0 1
14 1 14
12 2 144
22 2 484
13 1 13
12 1 12
5 0 1
15 2 225
9 0 1
23 0 1
28 1 28
20 4 160000
10 3 1000
21 0 1
27 0 1
28 0 1
28 1 28
28 3 21952
22 3 10648
4 4 256
25 1 25
6 4 1296
10 1 10
12 4 20736
12 3 1728
28 1 28
26 2 676
6 1 6
7 4 2401
6 1 6
6 1 6
5 1 5
29 4 707281
12 0 1
28 1 28
25 2 625
6 2 36
18 4 104976
17 4 83521
25 3 15625
29 3 24389
29 3 24389
29 4 707281
3 1 3
8 2 64
3 3 27
22 1 22
11 1 11
22 1 22
9 4 6561
1 3 1
21 2 441
2 3 8
26 1 26
9 0 1
12 4 20736
6 2 36
24 1 24
24 4 331776
18 0 1
25 0 1
6 4 1296
14 4 38416
14 2 196
1 0 1
12 1 12
7 4 2401
15 2 225
15 4 50625
27 3 19683
12 3 1728
25 2 625
24 4 331776
0 4 0
21 1 21
3 1 3
15 0 1
25 1 25
9 2 81
4 0 1
9 0 1
2 3 8
26 4 456976
10 4 10000
16 2 256
1 4 1
26 2 676
7 1 7
3 2 9
25 1 25
10 1 10
17 2 289
1 1 1
15 1 15
3 3 27
16 2 256
29 0 1
2 2 4
11 4 14641
23 1 23
19 4 130321
27 1 27
4 2 16
9 4 6561
9 4 6561
26 2 676
23 3 12167
6 2 36
1 0 1
24 2 576
6 1 6
10 0 1
16 0 1
2 0 1
10 2 100
24 1 24
8 3 512
20 4 160000
25 1 25
23 0 1
17 3 4913
0 2 0
19 2 361
20 1 20
29 4 707281
18 1 18
4 0 1
12 4 20736
12 1 12
29 4 707281
23 2 529
25 1 25
8 0 1
18 1 18
8 2 64
1 2 1
21 1 21
27 1 27
0 4 0
11 1 11
7 3 343
9 1 9
14 3 2744
1 2 1
13 4 28561
21 2 441
29 3 24389
19 4 130321
18 0 1
14 3 2744
21 1 21
10 1 10
5 2 25
7 1 7
24 1 24
18 1 18
3 2 9
0 4 0
15 0 1
16 2 256
29 1 29
22 1 22
29 2 841
25 1 25
24 3 13824
4 3 64
13 2 169
4 3 64
24 3 13824
16 3 4096
3 2 9
26 3 17576
28 0 1
28 2 784
6 3 216
8 3 512
27 1 27
12 3 1728
22 4 234256
4 4 256
21 2 441
6 4 1296
14 1 14
14 3 2744
17 2 289
25 0 1
1 3 1
4 1 4
5 0 1
5 0 1
28 2 784
11 0 1
9 2 81
10 2 100
12 2 144
10 1 10
4 1 4
1 3 1
12 3 1728
21 0 1
23 1 23
3 3 27
7 3 343
2 4 16
10 2 100
20 1 20
20 3 8000
20 0 1
2 0 1
7 3 343
0 4 0
21 2 441
21 3 9261
16 3 4096
23 3 12167
13 4 28561
20 0 1
5 1 5
0 4 0
28 2 784
21 2 441
5 4 625
2 2 4
26 0 1
15 0 1
3 0 1
1 2 1
9 0 1
22 0 1
10 2 100
26 4 456976
10 4 10000
7 1 7
19 4 130321
20 1 20
27 2 729
2 4 16
6 3 216
17 4 83521
25 0 1
17 0 1
14 1 14
19 0 1
17 2 289
6 0 1
20 0 1
19 3 6859
5 4 625
14 3 2744
25 3 15625
8 1 8
29 4 707281
9 2 81
9 1 9
21 1 21
12 1 12
29 3 24389
26 1 26
14 3 2744
23 1 23
16 2 256
6 3 216
29 3 24389
19 2 361
12 0 1
18 4 104976
12 1 12
3 3 27
22 0 1
28 4 614656
27 1 27
0 0 1
7 0 1
4 1 4
8 3 512
18 4 104976
7 2 49
2 4 16
1 2 1
12 0 1
22 3 10648
9 3 729
28 2 784
16 4 65536
1 3 1
22 3 10648
2 3 8
3 4 81
14 1 14
9 2 81
11 0 1
29 1 29
